file_name,class_id,class_name,x1,y1,x2,y2,label
01119.jpg,143,Jaguar XK XKR 2012,108,65,624,414,other
01120.jpg,186,Toyota Camry Sedan 2012,50,42,605,438,resident
01121.jpg,190,Volkswagen Golf Hatchback 1991,157,59,838,485,frequent visitor
01122.jpg,33,BMW M3 Coupe 2012,48,49,596,450,resident
01123.jpg,19,Audi S6 Sedan 2011,72,210,978,665,resident
01124.jpg,10,Aston Martin Virage Coupe 2012,39,124,577,319,resident
01125.jpg,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,77,81,561,392,first-time visitor
01126.jpg,44,Bugatti Veyron 16.4 Convertible 2009,16,105,279,266,visitor
01127.jpg,28,BMW 3 Series Sedan 2012,29,78,607,272,resident
01128.jpg,29,BMW 3 Series Wagon 2012,39,120,558,429,frequent visitor
01129.jpg,30,BMW 6 Series Convertible 2007,30,34,411,182,visitor
01130.jpg,42,Bentley Continental GT Coupe 2007,108,228,558,415,resident
01131.jpg,112,Ford F-150 Regular Cab 2012,1,65,455,253,first-time visitor
01132.jpg,142,Isuzu Ascender SUV 2008,12,120,766,501,delivery
01133.jpg,55,Chevrolet Corvette ZR1 2012,51,49,247,163,other
01134.jpg,4,Acura TSX Sedan 2012,68,48,235,162,resident
01135.jpg,122,Geo Metro Convertible 1993,18,86,613,355,visitor
01136.jpg,51,Cadillac SRX SUV 2012,11,29,490,295,delivery
01137.jpg,89,Dodge Dakota Crew Cab 2010,57,71,710,501,first-time visitor
01138.jpg,38,Bentley Continental Supersports Conv. Convertible 2012,57,116,471,249,visitor
01139.jpg,186,Toyota Camry Sedan 2012,47,34,595,326,resident
01140.jpg,190,Volkswagen Golf Hatchback 1991,48,274,771,555,frequent visitor
01141.jpg,169,Nissan Juke Hatchback 2012,19,229,1801,1144,frequent visitor
01142.jpg,30,BMW 6 Series Convertible 2007,3,127,636,425,visitor
01143.jpg,120,GMC Acadia SUV 2012,57,124,558,381,delivery
01144.jpg,189,Volkswagen Golf Hatchback 2012,11,41,555,333,frequent visitor
01145.jpg,120,GMC Acadia SUV 2012,39,96,760,538,delivery
01146.jpg,55,Chevrolet Corvette ZR1 2012,42,55,264,152,other
01147.jpg,63,Chevrolet Express Cargo Van 2007,1,1,526,530,other
01148.jpg,9,Aston Martin Virage Convertible 2012,32,109,575,267,visitor
01149.jpg,164,Mercedes-Benz S-Class Sedan 2012,5,20,388,239,resident
01150.jpg,100,Ferrari FF Coupe 2012,176,118,486,313,resident
01151.jpg,21,Audi S5 Coupe 2012,32,48,272,196,resident
01152.jpg,77,Chrysler Town and Country Minivan 2012,4,24,417,309,delivery
01153.jpg,96,Dodge Charger SRT-8 2009,25,64,741,301,other
01154.jpg,145,Jeep Wrangler SUV 2012,206,173,805,478,delivery
01155.jpg,95,Dodge Charger Sedan 2012,395,414,2378,1721,resident
01156.jpg,109,Ford Edge SUV 2012,38,60,291,220,delivery
01157.jpg,14,Audi R8 Coupe 2012,32,135,466,266,resident
01158.jpg,186,Toyota Camry Sedan 2012,57,25,579,433,resident
01159.jpg,194,Volvo XC90 SUV 2007,30,23,390,256,delivery
01160.jpg,22,Audi S4 Sedan 2012,3,45,630,402,resident
01161.jpg,81,Daewoo Nubira Wagon 2002,64,106,399,307,frequent visitor
01162.jpg,173,Ram C/V Cargo Van Minivan 2012,65,182,616,383,delivery
01163.jpg,86,Dodge Ram Pickup 3500 Quad Cab 2009,69,192,876,531,first-time visitor
01164.jpg,30,BMW 6 Series Convertible 2007,235,425,1101,711,visitor
01165.jpg,35,BMW M6 Convertible 2010,106,27,933,440,visitor
01166.jpg,122,Geo Metro Convertible 1993,16,94,768,513,visitor
01167.jpg,20,Audi S5 Convertible 2012,88,298,717,514,visitor
01168.jpg,45,Bugatti Veyron 16.4 Coupe 2009,124,322,1010,662,resident
01169.jpg,72,Chevrolet Malibu Sedan 2007,27,17,249,189,resident
01170.jpg,140,Infiniti G Coupe IPL 2012,63,106,454,299,resident
01171.jpg,87,Dodge Sprinter Cargo Van 2009,102,6,606,480,other
01172.jpg,121,GMC Canyon Extended Cab 2012,50,107,458,299,first-time visitor
01173.jpg,144,Jeep Patriot SUV 2012,11,15,989,658,delivery
01174.jpg,121,GMC Canyon Extended Cab 2012,1,20,275,184,first-time visitor
01175.jpg,112,Ford F-150 Regular Cab 2012,1,4,800,320,first-time visitor
01176.jpg,64,Chevrolet Avalanche Crew Cab 2012,28,33,285,177,first-time visitor
01177.jpg,164,Mercedes-Benz S-Class Sedan 2012,163,237,1061,737,resident
01178.jpg,42,Bentley Continental GT Coupe 2007,68,169,712,401,resident
01179.jpg,10,Aston Martin Virage Coupe 2012,85,200,463,344,resident
01180.jpg,15,Audi V8 Sedan 1994,11,29,294,185,resident
01181.jpg,125,Honda Odyssey Minivan 2012,25,125,620,349,delivery
01182.jpg,160,Mercedes-Benz 300-Class Convertible 1993,70,193,762,445,visitor
01183.jpg,152,Lamborghini Diablo Coupe 2001,75,260,923,593,resident
01184.jpg,45,Bugatti Veyron 16.4 Coupe 2009,16,40,464,244,resident
01185.jpg,51,Cadillac SRX SUV 2012,147,180,1486,1011,delivery
01186.jpg,7,Aston Martin V8 Vantage Convertible 2012,12,48,230,157,visitor
01187.jpg,156,MINI Cooper Roadster Convertible 2012,58,94,467,278,visitor
01188.jpg,93,Dodge Durango SUV 2012,108,105,540,330,delivery
01189.jpg,152,Lamborghini Diablo Coupe 2001,22,278,625,445,resident
01190.jpg,62,Chevrolet Sonic Sedan 2012,78,95,999,667,resident
01191.jpg,115,Ford E-Series Wagon Van 2012,13,34,235,184,frequent visitor
01192.jpg,29,BMW 3 Series Wagon 2012,18,115,445,334,frequent visitor
01193.jpg,47,Buick Rainier SUV 2007,5,19,320,139,delivery
01194.jpg,122,Geo Metro Convertible 1993,62,141,309,246,visitor
01195.jpg,23,Audi S4 Sedan 2007,15,46,575,415,resident
01196.jpg,150,Lamborghini Aventador Coupe 2012,115,93,246,151,resident
01197.jpg,35,BMW M6 Convertible 2010,3,49,998,772,visitor
01198.jpg,52,Cadillac Escalade EXT Crew Cab 2007,30,78,611,403,first-time visitor
01199.jpg,61,Chevrolet Tahoe Hybrid SUV 2012,37,97,265,182,delivery
01200.jpg,141,Infiniti QX56 SUV 2011,80,31,667,264,delivery
01201.jpg,49,Buick Enclave SUV 2012,19,51,631,458,delivery
01202.jpg,20,Audi S5 Convertible 2012,52,289,751,505,visitor
01203.jpg,170,Nissan 240SX Coupe 1998,1,36,269,196,resident
01204.jpg,139,Hyundai Azera Sedan 2012,49,83,1073,765,resident
01205.jpg,40,Bentley Mulsanne Sedan 2011,45,59,284,161,resident
01206.jpg,27,BMW 1 Series Coupe 2012,71,96,590,393,resident
01207.jpg,47,Buick Rainier SUV 2007,5,50,293,170,delivery
01208.jpg,29,BMW 3 Series Wagon 2012,64,281,819,694,frequent visitor
01209.jpg,173,Ram C/V Cargo Van Minivan 2012,1,24,120,103,delivery
01210.jpg,13,Audi TTS Coupe 2012,19,123,618,354,resident
01211.jpg,107,Ford Freestar Minivan 2007,23,21,235,176,delivery
01212.jpg,89,Dodge Dakota Crew Cab 2010,103,292,1495,845,first-time visitor
01213.jpg,133,Hyundai Sonata Hybrid Sedan 2012,38,127,642,412,resident
01214.jpg,2,Acura TL Sedan 2012,3,47,296,183,resident
01215.jpg,113,Ford F-150 Regular Cab 2007,25,124,552,308,first-time visitor
01216.jpg,184,Tesla Model S Sedan 2012,43,70,584,321,resident
01217.jpg,158,Mazda Tribute SUV 2011,100,97,429,314,delivery
01218.jpg,160,Mercedes-Benz 300-Class Convertible 1993,51,256,1007,585,visitor
01219.jpg,80,Chrysler PT Cruiser Convertible 2008,63,81,590,410,visitor
01220.jpg,120,GMC Acadia SUV 2012,31,11,248,179,delivery
01221.jpg,141,Infiniti QX56 SUV 2011,1,20,319,219,delivery
01222.jpg,63,Chevrolet Express Cargo Van 2007,23,60,597,349,other
01223.jpg,146,Jeep Liberty SUV 2012,64,120,886,767,delivery
01224.jpg,38,Bentley Continental Supersports Conv. Convertible 2012,786,514,1443,890,visitor
01225.jpg,186,Toyota Camry Sedan 2012,86,33,513,403,resident
01226.jpg,188,Toyota 4Runner SUV 2012,71,126,581,413,delivery
01227.jpg,36,BMW X3 SUV 2012,113,54,634,470,delivery
01228.jpg,44,Bugatti Veyron 16.4 Convertible 2009,331,299,702,562,visitor
01229.jpg,83,Dodge Caliber Wagon 2007,100,55,403,271,frequent visitor
01230.jpg,73,Chevrolet Silverado 1500 Extended Cab 2012,27,115,667,404,first-time visitor
01231.jpg,158,Mazda Tribute SUV 2011,22,4,457,316,delivery
01232.jpg,13,Audi TTS Coupe 2012,150,87,472,289,resident
01233.jpg,137,Hyundai Sonata Sedan 2012,8,93,630,422,resident
01234.jpg,48,Buick Verano Sedan 2012,102,28,508,365,resident
01235.jpg,155,Lincoln Town Car Sedan 2011,29,116,464,311,resident
01236.jpg,179,Spyker C8 Coupe 2009,21,66,409,226,resident
01237.jpg,172,Porsche Panamera Sedan 2012,116,409,1156,753,resident
01238.jpg,110,Ford Ranger SuperCab 2011,24,41,270,158,first-time visitor
01239.jpg,27,BMW 1 Series Coupe 2012,300,501,1711,1070,resident
01240.jpg,187,Toyota Corolla Sedan 2012,83,59,416,320,resident
01241.jpg,76,Chrysler Sebring Convertible 2010,52,39,250,122,visitor
01242.jpg,93,Dodge Durango SUV 2012,68,126,585,399,delivery
01243.jpg,153,Land Rover Range Rover SUV 2012,41,75,464,266,delivery
01244.jpg,154,Land Rover LR2 SUV 2012,135,43,663,571,delivery
01245.jpg,18,Audi TT Hatchback 2011,47,59,585,383,frequent visitor
01246.jpg,117,GMC Terrain SUV 2012,13,44,784,538,delivery
01247.jpg,161,Mercedes-Benz C-Class Sedan 2012,20,47,291,212,resident
01248.jpg,159,McLaren MP4-12C Coupe 2012,25,37,275,189,resident
01249.jpg,45,Bugatti Veyron 16.4 Coupe 2009,62,226,1189,841,resident
01250.jpg,181,Suzuki Kizashi Sedan 2012,27,174,989,708,resident
01251.jpg,15,Audi V8 Sedan 1994,206,96,736,365,resident
01252.jpg,195,smart fortwo Convertible 2012,19,25,386,242,visitor
01253.jpg,36,BMW X3 SUV 2012,78,134,1189,772,delivery
01254.jpg,154,Land Rover LR2 SUV 2012,107,91,756,501,delivery
01255.jpg,5,Acura Integra Type R 2001,17,80,735,492,other
01256.jpg,70,Chevrolet Express Van 2007,8,28,279,201,other
01257.jpg,132,Hyundai Veracruz SUV 2012,24,172,1005,587,delivery
01258.jpg,94,Dodge Durango SUV 2007,29,91,482,454,delivery
01259.jpg,88,Dodge Journey SUV 2012,139,112,1090,706,delivery
01260.jpg,94,Dodge Durango SUV 2007,44,29,187,133,delivery
01261.jpg,84,Dodge Caravan Minivan 1997,48,137,343,276,delivery
01262.jpg,83,Dodge Caliber Wagon 2007,47,31,340,219,frequent visitor
01263.jpg,142,Isuzu Ascender SUV 2008,1,21,639,470,delivery
01264.jpg,3,Acura TL Type-S 2008,5,36,623,357,other
01265.jpg,184,Tesla Model S Sedan 2012,35,160,509,361,resident
01266.jpg,121,GMC Canyon Extended Cab 2012,20,87,600,391,first-time visitor
01267.jpg,126,Honda Odyssey Minivan 2007,26,92,604,291,delivery
01268.jpg,53,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,9,43,254,152,first-time visitor
01269.jpg,179,Spyker C8 Coupe 2009,96,3,519,385,resident
01270.jpg,43,Bentley Continental Flying Spur Sedan 2007,21,76,532,355,resident
01271.jpg,157,Maybach Landaulet Convertible 2012,1,15,120,99,visitor
01272.jpg,131,Hyundai Tucson SUV 2012,111,66,984,800,delivery
01273.jpg,101,Ferrari California Convertible 2012,53,265,769,475,visitor
01274.jpg,71,Chevrolet Monte Carlo Coupe 2007,5,153,420,337,resident
01275.jpg,28,BMW 3 Series Sedan 2012,14,52,252,149,resident
01276.jpg,8,Aston Martin V8 Vantage Coupe 2012,67,102,567,357,resident
01277.jpg,0,AM General Hummer SUV 2000,1,5,160,89,delivery
01278.jpg,79,Chrysler Crossfire Convertible 2008,25,48,294,142,visitor
01279.jpg,130,Hyundai Santa Fe SUV 2012,7,24,287,232,delivery
01280.jpg,105,Ford F-450 Super Duty Crew Cab 2012,74,157,504,398,first-time visitor
01281.jpg,46,Buick Regal GS 2012,126,69,402,309,other
01282.jpg,183,Suzuki SX4 Sedan 2012,11,14,621,441,resident
01283.jpg,7,Aston Martin V8 Vantage Convertible 2012,19,52,261,150,visitor
01284.jpg,39,Bentley Arnage Sedan 2009,112,298,1609,1003,resident
01285.jpg,194,Volvo XC90 SUV 2007,47,49,321,202,delivery
01286.jpg,129,Hyundai Veloster Hatchback 2012,74,1,1448,855,frequent visitor
01287.jpg,159,McLaren MP4-12C Coupe 2012,64,189,458,357,resident
01288.jpg,93,Dodge Durango SUV 2012,135,120,869,619,delivery
01289.jpg,52,Cadillac Escalade EXT Crew Cab 2007,4,32,259,171,first-time visitor
01290.jpg,164,Mercedes-Benz S-Class Sedan 2012,10,69,317,216,resident
01291.jpg,136,Hyundai Genesis Sedan 2012,104,155,459,322,resident
01292.jpg,27,BMW 1 Series Coupe 2012,22,16,434,332,resident
01293.jpg,45,Bugatti Veyron 16.4 Coupe 2009,76,87,388,244,resident
01294.jpg,106,Ford Mustang Convertible 2007,8,55,160,108,visitor
01295.jpg,93,Dodge Durango SUV 2012,113,133,578,375,delivery
01296.jpg,114,Ford Focus Sedan 2007,30,101,445,261,resident
01297.jpg,11,Audi RS 4 Convertible 2008,103,205,1330,928,visitor
01298.jpg,19,Audi S6 Sedan 2011,28,199,1005,673,resident
01299.jpg,185,Toyota Sequoia SUV 2012,41,140,591,356,delivery
01300.jpg,57,Chevrolet Traverse SUV 2012,42,186,1788,1088,delivery
01301.jpg,143,Jaguar XK XKR 2012,34,93,620,350,other
01302.jpg,177,Scion xD Hatchback 2012,62,79,620,455,frequent visitor
01303.jpg,190,Volkswagen Golf Hatchback 1991,55,22,685,433,frequent visitor
01304.jpg,136,Hyundai Genesis Sedan 2012,17,74,624,425,resident
01305.jpg,144,Jeep Patriot SUV 2012,242,250,860,643,delivery
01306.jpg,156,MINI Cooper Roadster Convertible 2012,124,81,768,535,visitor
01307.jpg,80,Chrysler PT Cruiser Convertible 2008,177,266,943,748,visitor
01308.jpg,22,Audi S4 Sedan 2012,73,452,2478,1508,resident
01309.jpg,73,Chevrolet Silverado 1500 Extended Cab 2012,14,120,281,216,first-time visitor
01310.jpg,171,Plymouth Neon Coupe 1999,40,39,703,415,resident
01311.jpg,87,Dodge Sprinter Cargo Van 2009,1,12,137,94,other
01312.jpg,85,Dodge Ram Pickup 3500 Crew Cab 2010,65,17,424,202,first-time visitor
01313.jpg,11,Audi RS 4 Convertible 2008,56,69,558,354,visitor
01314.jpg,122,Geo Metro Convertible 1993,29,129,597,364,visitor
01315.jpg,188,Toyota 4Runner SUV 2012,31,12,421,209,delivery
01316.jpg,56,Chevrolet Corvette Ron Fellows Edition Z06 2007,20,35,406,236,other
01317.jpg,191,Volkswagen Beetle Hatchback 2012,91,129,533,399,frequent visitor
01318.jpg,66,Chevrolet Malibu Hybrid Sedan 2010,167,85,580,307,resident
01319.jpg,180,Suzuki Aerio Sedan 2007,59,115,378,249,resident
01320.jpg,183,Suzuki SX4 Sedan 2012,89,42,461,288,resident
01321.jpg,176,Rolls-Royce Phantom Sedan 2012,46,69,603,411,resident
01322.jpg,6,Acura ZDX Hatchback 2012,46,69,583,363,frequent visitor
01323.jpg,113,Ford F-150 Regular Cab 2007,49,203,992,692,first-time visitor
01324.jpg,38,Bentley Continental Supersports Conv. Convertible 2012,32,93,250,184,visitor
01325.jpg,69,Chevrolet Silverado 1500 Classic Extended Cab 2007,33,38,250,167,first-time visitor
01326.jpg,66,Chevrolet Malibu Hybrid Sedan 2010,15,48,274,187,resident
01327.jpg,73,Chevrolet Silverado 1500 Extended Cab 2012,39,116,353,250,first-time visitor
01328.jpg,58,Chevrolet Camaro Convertible 2012,91,282,956,642,visitor
01329.jpg,164,Mercedes-Benz S-Class Sedan 2012,10,52,255,163,resident
01330.jpg,52,Cadillac Escalade EXT Crew Cab 2007,9,11,290,200,first-time visitor
01331.jpg,7,Aston Martin V8 Vantage Convertible 2012,355,323,1316,897,visitor
01332.jpg,125,Honda Odyssey Minivan 2012,50,48,591,384,delivery
01333.jpg,129,Hyundai Veloster Hatchback 2012,32,86,609,304,frequent visitor
01334.jpg,178,Spyker C8 Convertible 2009,9,71,461,216,visitor
01335.jpg,44,Bugatti Veyron 16.4 Convertible 2009,555,301,1173,568,visitor
01336.jpg,188,Toyota 4Runner SUV 2012,5,7,261,125,delivery
01337.jpg,187,Toyota Corolla Sedan 2012,9,32,253,161,resident
01338.jpg,161,Mercedes-Benz C-Class Sedan 2012,59,87,1737,1211,resident
01339.jpg,93,Dodge Durango SUV 2012,114,107,561,407,delivery
01340.jpg,29,BMW 3 Series Wagon 2012,110,83,590,370,frequent visitor
01341.jpg,72,Chevrolet Malibu Sedan 2007,59,107,575,398,resident
01342.jpg,58,Chevrolet Camaro Convertible 2012,66,122,480,234,visitor
01343.jpg,191,Volkswagen Beetle Hatchback 2012,60,144,778,463,frequent visitor
01344.jpg,125,Honda Odyssey Minivan 2012,26,23,615,459,delivery
01345.jpg,85,Dodge Ram Pickup 3500 Crew Cab 2010,37,169,587,413,first-time visitor
01346.jpg,12,Audi A5 Coupe 2012,37,139,656,470,resident
01347.jpg,178,Spyker C8 Convertible 2009,23,1,430,319,visitor
01348.jpg,36,BMW X3 SUV 2012,80,110,980,677,delivery
01349.jpg,143,Jaguar XK XKR 2012,341,248,768,497,other
01350.jpg,156,MINI Cooper Roadster Convertible 2012,105,315,780,561,visitor
01351.jpg,111,Ford GT Coupe 2006,80,191,948,623,resident
01352.jpg,39,Bentley Arnage Sedan 2009,2,59,300,219,resident
01353.jpg,30,BMW 6 Series Convertible 2007,43,99,1013,615,visitor
01354.jpg,155,Lincoln Town Car Sedan 2011,17,43,250,159,resident
01355.jpg,183,Suzuki SX4 Sedan 2012,46,1,799,560,resident
01356.jpg,167,Nissan Leaf Hatchback 2012,51,120,683,378,frequent visitor
01357.jpg,43,Bentley Continental Flying Spur Sedan 2007,52,122,750,429,resident
01358.jpg,58,Chevrolet Camaro Convertible 2012,10,1,563,306,visitor
01359.jpg,79,Chrysler Crossfire Convertible 2008,17,25,282,153,visitor
01360.jpg,58,Chevrolet Camaro Convertible 2012,15,102,411,291,visitor
01361.jpg,8,Aston Martin V8 Vantage Coupe 2012,74,73,239,158,resident
01362.jpg,110,Ford Ranger SuperCab 2011,80,165,543,405,first-time visitor
01363.jpg,139,Hyundai Azera Sedan 2012,44,62,589,415,resident
01364.jpg,57,Chevrolet Traverse SUV 2012,1,74,639,334,delivery
01365.jpg,48,Buick Verano Sedan 2012,114,144,476,349,resident
01366.jpg,114,Ford Focus Sedan 2007,44,196,603,410,resident
01367.jpg,79,Chrysler Crossfire Convertible 2008,19,54,246,170,visitor
01368.jpg,132,Hyundai Veracruz SUV 2012,32,136,843,490,delivery
01369.jpg,160,Mercedes-Benz 300-Class Convertible 1993,69,36,259,155,visitor
01370.jpg,20,Audi S5 Convertible 2012,20,29,583,270,visitor
01371.jpg,91,Dodge Magnum Wagon 2008,32,60,207,157,frequent visitor
01372.jpg,12,Audi A5 Coupe 2012,263,598,2349,1638,resident
01373.jpg,129,Hyundai Veloster Hatchback 2012,61,137,596,443,frequent visitor
01374.jpg,158,Mazda Tribute SUV 2011,3,37,496,299,delivery
01375.jpg,169,Nissan Juke Hatchback 2012,54,254,1961,1084,frequent visitor
01376.jpg,120,GMC Acadia SUV 2012,5,27,347,234,delivery
01377.jpg,96,Dodge Charger SRT-8 2009,54,75,408,274,other
01378.jpg,86,Dodge Ram Pickup 3500 Quad Cab 2009,29,141,597,450,first-time visitor
01379.jpg,191,Volkswagen Beetle Hatchback 2012,60,111,760,520,frequent visitor
01380.jpg,123,HUMMER H3T Crew Cab 2010,63,51,571,320,first-time visitor
01381.jpg,45,Bugatti Veyron 16.4 Coupe 2009,33,35,502,275,resident
01382.jpg,52,Cadillac Escalade EXT Crew Cab 2007,3,21,285,195,first-time visitor
01383.jpg,112,Ford F-150 Regular Cab 2012,23,11,307,225,first-time visitor
01384.jpg,84,Dodge Caravan Minivan 1997,117,31,516,415,delivery
01385.jpg,173,Ram C/V Cargo Van Minivan 2012,150,109,605,407,delivery
01386.jpg,169,Nissan Juke Hatchback 2012,73,211,1534,988,frequent visitor
01387.jpg,130,Hyundai Santa Fe SUV 2012,6,31,636,434,delivery
01388.jpg,108,Ford Expedition EL SUV 2009,24,41,277,198,delivery
01389.jpg,127,Honda Accord Coupe 2012,23,32,218,159,resident
01390.jpg,187,Toyota Corolla Sedan 2012,16,24,248,188,resident
01391.jpg,72,Chevrolet Malibu Sedan 2007,17,58,241,151,resident
01392.jpg,4,Acura TSX Sedan 2012,39,89,457,334,resident
01393.jpg,126,Honda Odyssey Minivan 2007,4,118,519,321,delivery
01394.jpg,155,Lincoln Town Car Sedan 2011,13,95,462,279,resident
01395.jpg,29,BMW 3 Series Wagon 2012,39,76,969,593,frequent visitor
01396.jpg,153,Land Rover Range Rover SUV 2012,140,175,492,411,delivery
01397.jpg,66,Chevrolet Malibu Hybrid Sedan 2010,41,39,602,456,resident
01398.jpg,110,Ford Ranger SuperCab 2011,108,50,535,385,first-time visitor
01399.jpg,42,Bentley Continental GT Coupe 2007,31,66,525,261,resident
01400.jpg,135,Hyundai Accent Sedan 2012,43,181,471,329,resident
01401.jpg,41,Bentley Continental GT Coupe 2012,95,57,681,360,resident
01402.jpg,117,GMC Terrain SUV 2012,41,60,226,165,delivery
01403.jpg,13,Audi TTS Coupe 2012,16,41,399,300,resident
01404.jpg,162,Mercedes-Benz SL-Class Coupe 2009,436,574,1465,940,resident
01405.jpg,154,Land Rover LR2 SUV 2012,16,52,386,252,delivery
01406.jpg,143,Jaguar XK XKR 2012,103,134,905,551,other
01407.jpg,98,FIAT 500 Abarth 2012,51,44,506,263,other
01408.jpg,189,Volkswagen Golf Hatchback 2012,27,52,253,151,frequent visitor
01409.jpg,42,Bentley Continental GT Coupe 2007,39,24,498,242,resident
01410.jpg,108,Ford Expedition EL SUV 2009,172,80,448,306,delivery
01411.jpg,54,Chevrolet Corvette Convertible 2012,42,207,760,469,visitor
01412.jpg,132,Hyundai Veracruz SUV 2012,41,71,554,458,delivery
01413.jpg,7,Aston Martin V8 Vantage Convertible 2012,24,46,290,188,visitor
01414.jpg,90,Dodge Dakota Club Cab 2007,12,84,636,479,first-time visitor
01415.jpg,24,Audi TT RS Coupe 2012,9,25,291,163,resident
01416.jpg,6,Acura ZDX Hatchback 2012,54,81,728,422,frequent visitor
01417.jpg,155,Lincoln Town Car Sedan 2011,31,90,613,360,resident
01418.jpg,83,Dodge Caliber Wagon 2007,99,158,825,585,frequent visitor
01419.jpg,69,Chevrolet Silverado 1500 Classic Extended Cab 2007,11,8,110,68,first-time visitor
01420.jpg,163,Mercedes-Benz E-Class Sedan 2012,184,261,1164,703,resident
01421.jpg,96,Dodge Charger SRT-8 2009,4,17,593,269,other
01422.jpg,127,Honda Accord Coupe 2012,58,44,250,180,resident
01423.jpg,26,BMW 1 Series Convertible 2012,51,115,606,399,visitor
01424.jpg,122,Geo Metro Convertible 1993,1,14,352,256,visitor
01425.jpg,10,Aston Martin Virage Coupe 2012,25,117,1015,536,resident
01426.jpg,103,Ferrari 458 Italia Coupe 2012,47,57,612,353,resident
01427.jpg,148,Jeep Compass SUV 2012,347,476,4243,2904,delivery
01428.jpg,58,Chevrolet Camaro Convertible 2012,68,71,238,187,visitor
01429.jpg,126,Honda Odyssey Minivan 2007,14,90,490,320,delivery
01430.jpg,73,Chevrolet Silverado 1500 Extended Cab 2012,19,54,383,253,first-time visitor
01431.jpg,193,Volvo 240 Sedan 1993,17,158,779,462,resident
01432.jpg,69,Chevrolet Silverado 1500 Classic Extended Cab 2007,40,128,594,352,first-time visitor
01433.jpg,46,Buick Regal GS 2012,10,60,296,178,other
01434.jpg,97,Eagle Talon Hatchback 1998,52,96,754,498,frequent visitor
01435.jpg,188,Toyota 4Runner SUV 2012,297,191,1758,1043,delivery
01436.jpg,159,McLaren MP4-12C Coupe 2012,228,207,531,332,resident
01437.jpg,79,Chrysler Crossfire Convertible 2008,1,87,629,404,visitor
01438.jpg,32,BMW X6 SUV 2012,16,132,768,574,delivery
01439.jpg,92,Dodge Challenger SRT8 2011,47,72,444,317,other
01440.jpg,87,Dodge Sprinter Cargo Van 2009,29,34,203,158,other
01441.jpg,147,Jeep Grand Cherokee SUV 2012,126,118,768,538,delivery
01442.jpg,165,Mercedes-Benz Sprinter Van 2012,63,81,771,552,other
01443.jpg,33,BMW M3 Coupe 2012,120,130,475,312,resident
01444.jpg,51,Cadillac SRX SUV 2012,1,56,402,248,delivery
01445.jpg,142,Isuzu Ascender SUV 2008,102,150,659,414,delivery
01446.jpg,143,Jaguar XK XKR 2012,28,235,1597,1135,other
01447.jpg,52,Cadillac Escalade EXT Crew Cab 2007,4,5,275,176,first-time visitor
01448.jpg,109,Ford Edge SUV 2012,17,20,265,162,delivery
01449.jpg,188,Toyota 4Runner SUV 2012,11,21,325,216,delivery
01450.jpg,14,Audi R8 Coupe 2012,53,140,570,338,resident
01451.jpg,157,Maybach Landaulet Convertible 2012,24,247,2044,911,visitor
01452.jpg,90,Dodge Dakota Club Cab 2007,17,93,639,360,first-time visitor
01453.jpg,191,Volkswagen Beetle Hatchback 2012,38,105,754,457,frequent visitor
01454.jpg,121,GMC Canyon Extended Cab 2012,9,17,281,172,first-time visitor
01455.jpg,143,Jaguar XK XKR 2012,20,140,599,351,other
01456.jpg,119,GMC Yukon Hybrid SUV 2012,35,63,464,331,delivery
01457.jpg,14,Audi R8 Coupe 2012,164,95,506,343,resident
01458.jpg,112,Ford F-150 Regular Cab 2012,18,279,1003,752,first-time visitor
01459.jpg,61,Chevrolet Tahoe Hybrid SUV 2012,37,61,487,342,delivery
01460.jpg,173,Ram C/V Cargo Van Minivan 2012,5,9,118,67,delivery
01461.jpg,95,Dodge Charger Sedan 2012,5,193,1994,1276,resident
01462.jpg,145,Jeep Wrangler SUV 2012,26,14,1015,750,delivery
01463.jpg,164,Mercedes-Benz S-Class Sedan 2012,16,50,237,163,resident
01464.jpg,192,Volvo C30 Hatchback 2012,50,64,584,364,frequent visitor
01465.jpg,114,Ford Focus Sedan 2007,10,3,594,234,resident
01466.jpg,141,Infiniti QX56 SUV 2011,61,68,488,294,delivery
01467.jpg,177,Scion xD Hatchback 2012,27,55,376,284,frequent visitor
01468.jpg,6,Acura ZDX Hatchback 2012,78,164,411,284,frequent visitor
01469.jpg,35,BMW M6 Convertible 2010,10,8,596,312,visitor
01470.jpg,166,Mitsubishi Lancer Sedan 2012,108,591,1127,1107,resident
01471.jpg,64,Chevrolet Avalanche Crew Cab 2012,45,59,585,449,first-time visitor
01472.jpg,188,Toyota 4Runner SUV 2012,9,107,770,434,delivery
01473.jpg,32,BMW X6 SUV 2012,17,9,284,188,delivery
01474.jpg,153,Land Rover Range Rover SUV 2012,83,80,508,321,delivery
01475.jpg,138,Hyundai Elantra Touring Hatchback 2012,10,49,595,311,frequent visitor
01476.jpg,176,Rolls-Royce Phantom Sedan 2012,49,30,417,278,resident
01477.jpg,69,Chevrolet Silverado 1500 Classic Extended Cab 2007,1,25,258,180,first-time visitor
01478.jpg,115,Ford E-Series Wagon Van 2012,92,122,666,457,frequent visitor
01479.jpg,183,Suzuki SX4 Sedan 2012,224,118,519,300,resident
01480.jpg,140,Infiniti G Coupe IPL 2012,126,72,666,471,resident
